skelbimo_pavadinimas;Namo numeris:;Plotas:;Kaina mėn.:;Kambarių sk.:;Aukštas:;Aukštų sk.:;Metai:;Pastato tipas:;Šildymas:;Įrengimas:;Ypatybės:;Papildomos patalpos:;Papildoma įranga:;Apsauga:;Nuoroda;Įdėtas;Redaguotas;Aktyvus iki;Įsiminė;Peržiūrėjo;kaina_eur;coordinate_x;coordinate_y;Skelbimą peržiūrėjo (iš viso/šiandien);Skelbimo tekstas;error_get_energy_consumption_class;error_get_air_polution_data;url_crawl;Pastato energijos suvartojimo klasė:;Buto numeris:;Azoto dioksidas (NO2);Kietosios dalelės (KD10);energijos_suvartojimo_klase;error_get_perziuru_sk;error_get_coordinates;scrape_date
Vilnius, Žirmūnai, Tuskulėnų g., 1 kambario buto nuoma;15;32 m²;370 €;1;5;9;1980;Blokinis;Centrinis;Įrengtas;Internetas, Galima su gyvūnais;Balkonas;Su baldais, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1191308;2022-11-04;2022-11-11;;6;333/8 (iš viso/šiandien);370;54.699561;25.295512;333/8;"Išnuomojamas butasVilniuje, Tuskulėnų gatvėje išnuomojamas 1 kambario, 32 kv. m. butas. Butas yra 5 aukšte, yra liftas, namas 9 aukštų.
Netoliese yra Minsko IKI parduotuvė.Tel. (8*686) 30451.
";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-isnuomojamas-butas-vilniuje-tuskulenu-4-1191308/;;;;;;;;2022_11_13
Vilnius, Šeškinė, Buivydiškių g., 1 kambario buto nuoma;;37 m²;400 €;1;9;9;1980;Blokinis;Centrinis;Įrengtas;;Sandėliukas, Balkonas, Rūsys;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1190486;2022-11-04;2022-11-10;2022-12-04;5;514/9 (iš viso/šiandien);400;54.712381;25.239147;514/9;Nuomojamas 1 kambario butas nuo gruodžio 1d. 400€ mėn. + kom. mok. + depozitas 400€. Šildymo metu nuomos kaina 350€;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-buivydiskiu-g-nuomojamas-1-kambario-butas-nuo-gruodzio-1d-4-1190486/;;;;;;;;2022_11_13
Vilnius, Karoliniškės, Vido Maciulevičiaus g., 1 kambario buto nuoma;;34 m²;370 €;1;5;5;1973;Mūrinis;Centrinis;Įrengtas;;Vieta automobiliui;Su baldais, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1191270;2022-11-04;2022-11-04;2022-12-04;17;768/12 (iš viso/šiandien);370;54.688311;25.20701;768/12;"Nuomojamas Šviesus 1 kambario butas KaroliniškėseIŠNUOMOJAMAS TVARKINGAS IR JAUKUS 1 KAMBARIO BUTASBUTAS NUOMOJAMAS SU BALDAIS IR BUITINE TECHNIKANĖRA TARPININKAVIMO MOKESČIO
NUOMA 370 EUR/MĖN.+ KOMUNALINIAI MOKESČIAIAPIE BUTĄ:
- V. Maciulevičiaus g.- 5 aukštas iš 5,- 34 kv.m.,- 1973 m.- mūrinis,- svetainė-virtuvė atskirai,- vonia ir tualetas kartu,
- PrieškambarisĮRENGIMAS:
- Kokybiškai, tvarkingai įrengtas butas
- Bute yra reikiama buitinė technika (Dujinė viryklė, šaldytuvas, skalbyklė, gartraukis)
- Didelė dvigulė lova su čiužiniu ir patalyne
- Sutvarkyta laiptinė
- Dušas ir vonia,- Laminatas,- Plastikiniai langai,- Plytelės.- Šarvuotos durys.BUTE YRA VISI BALDAI:
- Virtuvėje: virtuvės baldai ir staliukas.
- Svetainėje: lova, spinta, staliukas prie lovos.- Prieškambaryje: kabykla.PARKAVIMAS:
- Automobilį galite parkuoti erdviame bendrame kieme.PAPILDOMA INFORMACIJA:
- Nuomos kaina 370 EUR per mėn. + komunaliniai mokesčiai ( taikomas užstatas)- Ilgalaikė nuoma – bus pasirašoma nuomos sutartis minimaliai 12 mėn.
- Butas bus išnuomotas porai be žalingų įpročių, be vaikų ir naminių gyvūnųVIETA:
- Labai rami vieta, aplink žaluma.
- Šalia pasivaikščiojimo takai, mokyklos, darželiai, prekybos centrai.SUSISIEKIMAS:
- Puikus susisiekimas su visais rajonais ir miesto centru.
- Iki artimiausios viešojo transporto stotelės ~ 200 metru.
- Iki artimiausio prekybos centro ""IKI"" ~ 400 metru
- Iki Vilniaus miesto centro ~ 6,7 km.- Šalia esantys prekybos centrai: Iki, Rimi, Norfa XXL, Maxima XX , taip pat Karoliniškių turgus.
- 2 sporto klubai: Impulsas ir Muscle Makers
- Karoliniškių poliklinika
- Puikus autobusu ir troleibusu susisiekimas : Troleibusai: 1, 3, 4, 9, 13, 16, 18Autobusai 7, 21, 22, 23, 25, 49, 54, 55, 59, 68, 69, 101N, 116.
- Didžiulis parkas šalia namų - Karoliniškių kraštovaizdžio draustinis
- Su mašina apie 10 minučių iki centro, su troleibusu arba autobusu nuo pat namu apie 27 min.
";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-vido-maciuleviciaus-g-nuomojamas-sviesus-1-kambario-butas-4-1191270/;;;;;;;;2022_11_13
Vilnius, Naujamiestis, Mindaugo g., 2 kambarių buto nuoma;21;40 m²;750 €;2;3;3;1940;Mūrinis;Centrinis kolektorinis;Įrengtas;Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, , ,Допомога українцям, , Lankstesnės nuomos sąlygos ukrainiečiams (dėl nuomos laikotarpio, kainos ar kt.). Daugiau informacijos – skelbime nurodytais kontaktais. / Більш гнучкі умови оренди для українців (за рахунок терміну оренди, цін тощо). Більше інформації за контактами, вказаними в оголошенні.;;;;www.aruodas.lt/4-1191254;2022-11-04;2022-11-09;2022-12-04;16;369/3 (iš viso/šiandien);750;54.674277;25.274729;369/3;"NUOMOJAMAS 2k. ŠVIESUS IR ERDVUS BUTAS NAUJAMIESTYJE (ILGALAIKĖ NUOMA). BUTAS KĄ TIK PO REMONTO, DAR NEGYVENTAS!Jokių tarpininkavimo mokesčių!BENDRA INFORMACIJA
- Buto plotas – 40 kv. m.;
- Šildymas – autonominis (reguliuojamas);
- Nuomojama su visais baldais patogiam gyvenimui ir reikalingiausia buitine technika;
- Aukštas – 3/3;
- Šildomos vonios grindys;
- Aukštos lubos;
- Nedideli išlaikymo kaštai;
- Yra rusys;
- Durų skambutis su telefonspine;
- Patogus susisiekimas dviračiu;
- Rami ir strategiškai gera vieta besiribojanti su senamiesčiu!BROKERIŲ MALONIAI PRAŠOME NETRUGDYTI !!!";'NoneType' object has no attribute 'text';;https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-nuomojamas-2k-sviesus-ir-erdvus-butas-4-1191254/;;;14.9 µg/m3;22.8 µg/m3;;;;2022_11_13
Vilnius, Verkiai, Popieriaus g., 2 kambarių buto nuoma;38;45 m²;420 €;2;2;3;1971;Mūrinis;Dujinis;Įrengtas;;;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia;Šarvuotos durys;www.aruodas.lt/4-1187582;2022-10-20;2022-11-08;2022-12-04;2;820/4 (iš viso/šiandien);420;54.763746;25.336612;820/4;"Nuomojamas butas Verkiuose, Popieriaus g.Butas yra ramioje vietoje ir apsuptas miško, netoli Žalieji ežerai.Šalia namo visada surasite vietą prisiparkuoti automobilį, taip pat prie namų yra autobusų stotelė. Buto šildymas yra Dujinis - t.y. už šildymą mokėsite tiek, kiek prisišildysite.
Butas nuomojamas su visais baldais ir buitine technika (Viskas matosi nuotraukose)";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-verkiuose-popieriaus-g-nuomojamas-butas-verkiuose-popieriaus-g-4-1187582/;;;;;;;;2022_11_13
Vilnius, Justiniškės, Rygos g., 2 kambarių buto nuoma;17;65 m²;550 €;2;4;5;2000;Mūrinis;Centrinis kolektorinis;Įrengtas;;;;;www.aruodas.lt/4-1191208;2022-11-04;2022-11-09;2022-12-04;2;282/3 (iš viso/šiandien);550;54.718323;25.218642;282/3;"Nuomojamas puikus butas ketvirtame aukšte. Izoliuoti kambariai. Ekonomiškas šildymas, individualizuota apskaita. Virtuvė atskira, nesujungta su kambario erdve. WC ir vonia vienoje erdvėje. Yra balkonas. Skalbimo mašina, šaldytuvas, kondicionierius, labai didelė, patogi rūbų spinta, dvigulė lova ir kiti baldai. Grindys laminatas ir kiliminė danga. Šarvo durys. Kieme yra vietos statyti automobilį.
Tarpininkavimo mokestis 90 eur.
";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-nuomojamas-puikus-butas-ketvirtame-aukste-4-1191208/;;;;;5 Klasė Vidutinė (4-5);;;2022_11_13
Vilnius, Bajorai, Fizikų g., 2 kambarių buto nuoma;;57,03 m²;550 €;2;4;7;2008;Blokinis;Centrinis kolektorinis;Įrengtas;;;;;www.aruodas.lt/4-587561;2022-11-04;2022-11-04;2022-12-04;24;2406/4 (iš viso/šiandien);550;54.75632;25.26419;2406/4;Išnuomojamas šviesus ir šiltas 2-ų kambarių butas nuo lapkričio mėn. 15d.su visa buitine technika (šaldytuvas, el.viryklė su orkaite, indaplovė, skalbimo mašina) bei baldais. Bute yra įrengtas tamsus kambarys - spinta, prieškambaryje - papildoma drabužių spinta.Yra balkonas, pro buto langus matosi parkelis, labai ramūs kaimynai, aplink daug žalumos. Esant poreikiui, už papildomą mokestį, galima butui priklausančio parkingo nuoma.Butas nuomojamasilgesniam laikotarpiui, 1 ar 2 (porai) žmonėms.Buto nuomos kaina550€Prašytume NT agentų bei tarpininkų neskambinti !;;;https://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-fiziku-g-isnuomojamas-sviesus-ir-siltas-2-u-kambariu-4-587561/;;;14.3 µg/m3;20 µg/m3;3 Klasė Gera (1-3);;;2022_11_13
Vilnius, Naujamiestis, Algirdo g., 2 kambarių buto nuoma;51A;59 m²;550 €;2;6;6;1980;Mūrinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/4-1191176;2022-11-04;2022-11-07;2022-12-04;22;686/9 (iš viso/šiandien);550;54.672531;25.272214;686/9;"Nuomuojamas labai šviesus, jaukus, stilingas butas puikioje lokacijoje Naujamiestyje, Algirdo g. - vos 10 min. nuo senamiesčio ar stoties pėsčiomis. Bute yra erdvi svetainė su virtuve, miegamasis, vonia ir koridorius su lentynomis. Visame bute dideli langai į vakarus su panoraminiu vaizdu. Taip pat yra bendro naudojimo terasa. Išnuomojamas nuo lapkričio mėn. be jokių tarpininkų - dėl apžiūros teiraukitės telefonu.
---
A bright, spacious and stylish flat is being rent our in a central location - Naujamiestis, just 10 min walk from the Oldtown and the train / bus station. There is a lounge room with kitchen, 1 bedroom, bathroom and a long corridor with shelves to store things. There is also a common terrace on top of the roof. The flat is being rent out straight from the owner, no intermediates, available straight away for a minimum contract of at least 9 months.";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-nuomuojamas-labai-sviesus-jaukus-stilingas-4-1191176/;;;;;5 Klasė Vidutinė (4-5);;;2022_11_13
Vilnius, Pašilaičiai, Pašilaičių g., 2 kambarių buto nuoma;6;54 m²;570 €;2;6;9;1990 statyba, 2017 renovacija;Monolitinis;Centrinis kolektorinis;Įrengtas;;;;;www.aruodas.lt/4-1187510;2022-11-04;2022-11-04;2022-12-04;;90/4 (iš viso/šiandien);570;54.730251;25.233074;;"Išnuomuojamas renovuotas 2 atskirų kambarių (54 kv. m.) butas Pašilaičių g.
Virtuvė pilnai įrengta, yra šaldytuvas, viryklė.
Miegamajame yra patogi sofa-lova, dvi komodos daiktams.
Svetainėje yra sofa-lova, kavos staliukai, komoda, lentynos, televizorius.
Koridoriuje yra didelė talpi spinta.
Vonia ir tualetas atskirai, ir naujas remontas, yra skalbimo mašina.
Bute yra įstiklintas balkonas su lentynomis daiktams susidėti, rūkyti name draudžiama.
Jei kyla klausimų ar norėtumėte susitarti dėl buto apžiūrosLaisvas dabar. Depozitas už du mėnesiai. Nuomos sutartis pasirašoma metams su galimybe pratęsti, galima deklaruoti gyvenamąją vietą. Apžiūrėti galima jau dabar.
Platesnė informacija telefonu.
Jei butas tiks,bus imamas nedidelis vienkartinis tarpininkavimo mokestis.Сдаём 2-комнатную семейную квартиру с раздельными комнатами. Окна на юго-восток. Квартира очень тёплая, уютная, мы уехали отсюда только потому, что выросла семья. Дом после реновации 2017г. с регулируемой температурой отопления, поэтому очень экономичные затраты на тепло. Очень приятные и доброжелательные хозяева. Сдаём опрятным, чистым работающим семьям.Если квартира нравится, и все подходит будет небольшая брокерская комиссия.";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-isnuomuojamas-renovuotas-2-atskiru-kambariu-4-1187510/;;;;;4 Klasė Vidutinė (4-5);list index out of range;;2022_11_13
Vilnius, Jeruzalė, Avižų g., 1 kambario buto nuoma;2;44 m²;500 €;1;4;4;2002;Mūrinis;Dujinis;Įrengtas;Aukštos lubos, Uždaras kiemas;Vieta automobiliui, Balkonas;Šildomos grindys, Su baldais, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina;Šarvuotos durys, Kodinė laiptinės spyna, Signalizacija, Vaizdo kameros;www.aruodas.lt/4-1191154;2022-11-04;2022-11-10;2022-12-04;1;273/6 (iš viso/šiandien);500;54.742499;25.267036;273/6;"Nuomojamas butasIšnuomojamas labai fainas, jaukus, šviesus 1 kambarių butukas, ramiame Jaruzalės rajone naujame name Avižų g. 2.Namas pastatytas 2002 metais, Namas išskirtinai tik gyventojams, be komercinių patalpų. Išnuomojamas butas yra ketvirtame aukšte. Buto langai orientuoti į pietus. Namą juosia tvora. Ramybės Oazė. Kviečiame tuo įsitikinti! :)
Butas funkcionaliai suplanuotas, labai racionaliai išnaudotas visas plotas, todėl erdvės netrūksta. Įrengtas reguliuojamas grindinis šildymas, atskiromis zonomis. Šiuolaikinių technologijų dėka užtikrintas saugumas.
Gražiai sutvarkytas uždaras kiemas.
Aplink puiki infrastruktūra.
Butas įrengtas. Yra buitinė technika. Namo kiemą, laiptinę plauna ir tvarko bei rūpinasi kitais smulkiais priežiūros darbais Namo Bendrija. Komunaliniai mokesčiai nedideli.
Nuomojamas butas metams ar trumpesniam laikotarpiui.Kieme yra parkingo vietą automobiliui.Butas bus laisvas nuo lapkričio 3 dienos.Buto nuomos kaina mėnesiui – 500 eur plius komunaliniai mokesčiai.
Parkingo vieta – nemokamaiTel. +370 63055099";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-avizu-g-nuomojamas-butas-isnuomojamas-labai-fainas-4-1191154/;B;;;;;;;2022_11_13
Vilnius, Lazdynėliai, Šarmos g., 3 kambarių buto nuoma;19;59,11 m²;730 €;3;2;3;1996 statyba, 2022 renovacija;Mūrinis;Elektra, kita;Įrengtas;Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu;Sandėliukas, Balkonas, Vieta automobiliui;Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1187492;2022-10-19;2022-11-11;;11;669/3 (iš viso/šiandien);730;54.658914;25.184398;669/3;"Išnuomojamas naujai įrengtas 3 kambarių butas ilgalaikei nuomai.
NĖRA AGENTŪROS MOKESČIO!BENDRA INFORMACIJA:
- adresas: Šarmos g. 19, Vilnius;
- plotas: 59,11 kv. m.;
- aukštas: 2/3;
- kambarių skaičius: 3;
- atliktas pilnas remontas: 2022;
- namo tipas: mūrinis;
- pastato tipas: vienbutis gyvenamasis namas;
- šildymas: autonominis infraraudonųjų spindulių grindinis šildymas, reguliuojamas individualiai, atskiromis zonomis.BUTO PRIVALUMAI:
- naujai įrengtas, dar negyventas butas;
- šviesolaidinis internetas;
- balkonas;
- nemokama automobilio parkavimo vieta;
- sandėliukas;
- autonominis infraraudonųjų spindulių grindinis šildymas, reguliuojamas atskiromis zonomis;
- bendra poilsio zona namo kieme;
- tvarkingas namas, mažai kaimynų;
- rami ir saugi apylinkė šalia miško, nuosavų namų kvartale;
- gera susisiekimo infrastruktūra; šalia vakarinis aplinkkelis, autobuso stotelė – 10 min. pėsčiomis;
- artimiausia parduotuvė „Maxima“ , vaistinė – 10 min. pėsčiomis;
- netoliese Lazdynų ligoninė, vaikų darželiai, mokymosi įstaigos.ĮRENGIMAS IR APDAILA:- nuomojamas su baldais bei buitine technika;
- grindys: kambariuose, virtuvėje ir koridoriuje – laminuotos plaukiojančios parketlentės , san. mazge – plytelės (šildomos);
-sienos: visur dažytos, išskyrus, san. mazge – plytelės;
-langai: trijų stiklų stiklo paketai.IŠPLANAVIMAS:
- svetainė-virtuvė – 29,79 kv. m.;
- miegamasis kambarys – 12,89 kv. m;
- darbo kambarys/vaiko kambarys– 8,32 kv. m; gali būti įrengti pagal nuomininko poreikius;
- vonios kambarys – 4,37 kv. m.;
-balkonas – 3,74 kv.m.;
-sandėliukas-4,27 kv.m.APIE APLINKĄ IR NAMĄ:
- tvarkinga, nauja ir prižiūrima laiptinė;
- sutvarkyta, apželdinta namo aplinka, šalia miškas;
- rami ir saugi teritorija;
- sutvarkytas bei prižiūrimas kiemas.Nuomininkai pageidaujami be augintinių!
";'NoneType' object has no attribute 'text';;https://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-sarmos-g-isnuomojamas-naujai-irengtas-3-kambariu-butas-4-1187492/;B;;10.8 µg/m3;18.6 µg/m3;;;;2022_11_13
Vilnius, Šeškinė, Čiobiškio g., 2 kambarių buto nuoma;;51 m²;500 €;2;4;9;1981;Blokinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/4-1187484;2022-10-19;2022-10-31;2022-12-03;;429/10 (iš viso/šiandien);500;54.718981;25.239781;;Nuo lapkričio mėn. išnuomojamas 2-jų kambarių butas Šeškinėje. Be tarpininkų!Bute- visa reikalinga buitinė technika (šaldytuvas, mikrobangė, skalbimo mašina...)Kambariai vienas nuo kito atskirti virtuve, tai privalumas.Daiktams susidėti yra drabužinė/tamsus kambariukas.Erdvus, įstiklintas balkonas.Didelis kiemas- visada rasite kur priparkuoti automobilį.Gera strateginė vieta, iš kur lengvai pasieksite ir senamiestį, ir vakarinį aplinkelį.;;;https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ciobiskio-g-nuo-lapkricio-men-isnuomojamas-2-ju-kambariu-4-1187484/;;;11.4 µg/m3;19.8 µg/m3;5 Klasė Vidutinė (4-5);list index out of range;;2022_11_13
Vilnius, Pilaitė, M. Mažvydo g., 2 kambarių buto nuoma;;61 m²;650 €;2;6;7;2007;Mūrinis;Centrinis;Įrengtas;Internetas, Virtuvė sujungta su kambariu;Balkonas;Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-217011;2022-02-08;2022-10-19;2022-12-03;74;23137/3 (iš viso/šiandien);650;54.711777;25.18163;23137/3;"Išnuomojamas 2 kambarių butas Pilaitėje ( Vilnius) ilgesniam laikui. Butas yra patogaus ir erdvaus išplanavimo, langai ir lodžija yra į vakarinę pusę, todėl bute jauku ir šilta. Svetainė sujungta su virtuve.Yra visi baldai ir buitinė technika, sofa-lova su foteliais, staliukas, spinta-slankiojančios sistemos, sekcija, lodžijoje - staliukas ir du foteliai.Miegamajame kambaryje yra didelė dvigulė lova, jaukus apšvietimas.Virtuvė puikiai įrengta, visa reikalinga įmontuota buitinė technika: viryklė, šaldytuvas, orkaitė, gartraukis, mikrobangų krosnelė.Erdvus vonios kambarys, sūkurinė didelė vonia, didelis veidrodis, skalbimo mašina, grindyse įmontuotas stiklas, per kurį galite grožėtis rankomis sukurta smėlio bei kriauklių kompozicija. Visa tai, plius gražus apšvietimas leis Jums atsipalaiduoti bei pabūti romantiškoje aplinkoje.Langai - plastikiniai, dideli, todėl butas šviesus ir šiltas .
Grindys - parketas, virtuvėje ir vonios kambaryje plytelės.
Šarvuotos lauko durys.
Įstiklinta lodžija su slankiojančiais langais.Reguliuojamas šildymas.Internetas.Rakinama laiptinė.Graži ir rami gyvenvietė.Visai šalia yra autobusų stotelė (200 m), ""PUPA"" prekybos centras, IKI, RIMI, MAXIMA XX, LIDL.
Netoliese 3 ežerai (5-10 min atstumu).
Geras ir greitas susisiekimas su visomis miesto dalimis, 15 min. iki centro. Jokių problemų su parkingu.Netoliese yra vaikų darželis, dvi mokyklos – vos kelios minutės pėsčiomis.Namo teritorija pilnai sutvarkyta, kieme įrengtos vaikų žaidimo aikštelės.Nedideli komunaliniai mokesčiai!!!Pageidaujami nuomininkai -jaunos šeimos be vaikų ir be augintinių.NUOMOJAME BE TARPININKŲ!!!";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-mazvydo-g-isnuomojamas-2-kambariu-butas-pilaiteje-4-217011/;;;;;4 Klasė Vidutinė (4-5);;;2022_11_13
Vilnius, Antakalnis, P. Vileišio g., 2 kambarių buto nuoma;31;46 m²;600 €;2;3;5;1964;Blokinis;Centrinis;Įrengtas;Internetas;Balkonas, Rūsys;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1187474;2022-11-01;2022-11-02;2022-12-03;36;603/6 (iš viso/šiandien);600;54.714737;25.314172;603/6;"Nuomojamas suremontuotas, šviesus, šiltas ir jaukus butas su nuostabiu vaizdu į Neries upę.BENDRA INFORMACIJA
- Saulėta, vakarinė pusė. Žiemą bute maloniai šilta
- Nuomojama su visais baldais ir pilna buitine technika (skalbimo mašina, orkaitė, dujinė viryklė, dulkių siurblys, lyginimo lenta ir kt.)
- Erdvi spinta/drabužinė
- Įrengta darbo vieta
- Balkonas
- Erdvus rūsys
- Telia internetas (11 Eur)VIETA
- Puiki lokacija ir infrastruktūra. Už 3 min kelio rasite: dvi parduotuves, visus įmanomus paštomatus, Lietuvos paštą, vaistines, grožio salonus, kavines, viešojo transporto stoteles, darželius, mokyklą ir t.t. Šalia įsikūrusios gydymo įstaigos.- Naujai sutvarkytas dviračių ir pėsčiųjų takas. Su dviračiu ar paspirtuku iki centro apie 10 min- Su automobiliu iki centro apie 7 min (iki Katedros 4 km)
- Rami vieta: nėra jokio gatvės triukšmo, ramūs kaimynai
- Nuostabios vietos pasivaikščiojimams: prie pat Neries upės pakrantė, o kitoje gatvės pusėje rasite miškus, pažintinius takus.
- Aplink daug parkavimo vietųDeja, bet butas nuomojamas be gyvūnų.
Be tarpininkų, oficialiai su nuomos sutartimi.
Kaina 600 Eur + komunaliniaiButas buvo įrenginėjamas sau, su meile :)Įsikelti galite iškart!";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-nuomojamas-suremontuotas-sviesus-siltas-ir-4-1187474/;;;;;4 Klasė Vidutinė (4-5);;;2022_11_13
