skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,error_get_energy_consumption_class,error_get_air_polution_data,error_get_perziuru_sk,Buto numeris:,Pastato energijos suvartojimo klasė:,error_get_coordinates,scrape_date
"Vilnius, Žvėrynas, Studentų g., 1 kambario buto nuoma",45,18 m²,420 €,1,5,5,"1965 statyba, 2022 renovacija",Mūrinis,Centrinis,Įrengtas,"Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą",,"Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina",,www.aruodas.lt/4-1202454,2022-12-19,2022-12-19,2023-02-02,15,577/20 (iš viso/šiandien),420,54.69607,25.258831,577/20,"Nuomuojamas jaukiai ir stilingai įrengtas butas Žvėryne. Puiki vieta norintiems gyventi Vilniaus centre.ĮRENGIMAS:
- Naujai įrengtas butas
- Naudotos tik kokybiškos medžiagos
- Nuomojamas su visais baldais
- Buitinė technika: šaldytuvas, kaitlentė, gartraukis, skalbimo mašina su džiovykle.- Plastikiniai langai
- Kondicionierius
- Šildomos vonios ir prieškambario grindys",,14.5 µg/m3,21.1 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-studentu-g-nuomuojamas-jaukiai-ir-stilingai-irengtas-4-1202454/,'NoneType' object has no attribute 'text',,,,,,2022_12_30
"Vilnius, Viršuliškės, Viršuliškių g., 2 kambarių buto nuoma",38,34 m²,620 €,2,6,11,2022,Monolitinis,Centrinis kolektorinis,Įrengtas,Uždaras kiemas,"Balkonas, Vieta automobiliui","Kondicionierius, Skalbimo mašina, Šaldytuvas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema",,www.aruodas.lt/4-1202406,2022-12-19,2022-12-30,2023-02-02,4,401/31 (iš viso/šiandien),620,54.707524,25.225379,401/31,"Nuomojamas šviesus ir jaukus, pilnai įrengtas, 2 kambarių butas naujos statybos name, Viršuliškėse. Butas ką tik įrengtas, todėl galite būti pirmieji jo gyventojai.Puikiai tinkantis gyvenimui vienam asmeniui arba porai. Maži komunaliniai mokesčiai.BUTO PRIVALUMAI:
- Rekuperacija;
- Kondicionierius;
- Nauja buitinė technika (indaplovė(Bosch), skalbimo mašina su džiovykle(LG), televizorius(Samsung), šaldytuvas(Beko), orkaitė(Gorenje), gartraukis(Elica), kaitlentė(AEG));
- Išskleidžiamas stalas, patogiam darbui iš namų 2 asmenims (išsiskleidžia iki 120cm);
- Plati 160сm pločio miegamojo lova su vokišku čiužiniu kokybiškam miegui;
- Sofa-lova svetainėje;
- Uždaras vidinis kiemas;
- 11 aukšte įrengta didelė bendra terasa gyventojams;IŠPLANAVIMAS:
- Svetainė su virtuve;
- Miegamasis;
- Vonia su tualetu;
- Balkonas;ŠILDYMAS:
- Centrinis kolektorinis(reguliuojamas);PARKAVIMAS:
- Butui priklauso požeminė parkavimo vieta ( +50 eur/mėn.)VIETA:
- Patogus susisiekimas su bet kuria miesto dalimi;
- Šalia troleibusų ir greitųjų autobusų stotelės visomis kryptimis;
- Visuomet rasite Citybee, Smart automobilių ir Bolt(paspirtukų) dalinimosi paslaugas prieinamu atstumu;
- Šalia magistralinis dviračių takas iki Vilniaus centro;
- Virš 10 kavinių/restoranų 300m atstumu;
- 100 m. iki Prekybos ir pramogų centro PC ""MADA"";
- 100 m. iki Sporto klubo ""GymPlius"";
- 200 m. iki PC ""MAXIMA"";
- 500 m. iki Lūžių parko;
- 800 m. iki Karoliniškių kraštovaizdžio draustinio;
- 2 km. iki Vingio parko;Butas išnuomuojamas ilgalaikiam laikotarpiui - ne mažiau kaip 1 metų laikotarpiui. Pageidautina be augintinių.NĖRA TARPININKAVIMO MOKESČIOSkambinkite arba rašykite Jums patogiu metu.",,14 µg/m3,20.8 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-nuomojamas-sviesus-ir-jaukus-pilnai-irengtas-4-1202406/,'NoneType' object has no attribute 'text',,,,A+,,2022_12_30
"Vilnius, Senamiestis, Stiklių g., 2 kambarių buto nuoma",16,57 m²,680 €,2,3,3,"1940 statyba, 2007 renovacija",Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, Butas palėpėje, Nauja kanalizacija, Uždaras kiemas, Internetas, Galima deklaruoti gyvenamąją vietą","Vieta automobiliui, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",www.aruodas.lt/4-1104047,2022-12-28,2022-12-28,,71,324/33 (iš viso/šiandien),680,54.68069,25.285497,324/33,"Jeigu Jūs seniai svajojote gyventi pačioje senamiesčio širdyje tai šis butas kaip tik Jums. Tik išėjus pro kiemo vartus Jūs pateksite į seno miesto gatvelių šurmulį, čia pat suvalgysite savo rytinį pyragaitį su kava ar mėgausitės vyno taure su draugais vakare visai šalia namų.Išnuomojamas labai jaukus ir mielas butukas ypatingoje vietoje, uždarame tyliame kieme pačioje Stiklių gatvėje. Butas nuomojamas su parkavimo vieta kiemo viduje. Tik ką atliktas viso buto remontas, pakeisti baldai bei naujavirtuve su integruota buitine technika.Nuomojama su 1 ar daugiau metų sutartimi, taip pat yra galimybė deklaruoti gyvenamąją vietą.PRIVALUMAI:• Strategiškai puiki vieta;• Du atskiri kambariai (virtuvė ir svetainė)• Parkavimo vieta kieme;BENDRA INFORMACIJA:• Adresas: Stiklių g. 16, Senamietis• Buto plotas – 57 kv. m;• Išplanavimas – 2 kambariai, holas, san. mazgas ir didelė drabužinė
. • Pastato tipas – mūrinis;• Aukštai – 3 iš 3;ĮRENGIMAS:• Sienos dažytos• Langai: plastikiniai• Grindys: laminatas, plytelės.KOMUNIKACIJOS:• Šildymas: centrinis;• Vandentiekis: miesto;• Kanalizacija: miesto.Если Вы мечтаете жить в самом сердце Старого города – эта квартира самый подходящий для Вас вариант. Покинув внутренний двор, Вы станете целым с утренней суетой Старого города, сможете насладиться кусочком пирога и выпить чашечку кофе, а вечером разделить бокал вина с друзьями.Сдается исключительно уютная и аккуратная квартира, расположенная в закрытом дворе на улице «Stiklių». В квартире недавно завершился ремонт, установлена новая мебель и кухня со встроенной техникой. Место для парковки также предоставлено.Квартира сдается на год и больше, есть возможность задекларировать место проживания.",6 Klasė Bloga (6-8),14.8 µg/m3,23.1 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-stikliu-g-jeigu-jus-seniai-svajojote-gyventi-pacioje-4-1104047/,,,,,,,2022_12_30
"Vilnius, Senamiestis, Vingrių g., 2 kambarių buto nuoma",12,45 m²,890 €,2,2,3,2020,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija","Balkonas, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-997501,2022-12-30,2022-12-30,2023-02-02,33,10/10 (iš viso/šiandien),890,54.677628,25.278643,10/10,"Išskirtinis, stilingai ir prabangiai įrengtas 2 kambarių butas senamiestyje, Vingrių g.Pagrindinė informacija:
- Išties unikalus, nestandartinis butas, kurį būtina pamatyti ""gyvai"", nes nuotraukos pilnai neatspindi buto jaukumo ir išskirtinumo;
- Į buto nuomos kainą įskaičiuota automobilio parkavimo vieta;
- Butas yra naujame, 2020 metų statybos name; namas pastatytas išsaugojant senamieščio autentiškumą;
- Butas yra name, kuriame iš viso yra tik 6 butai; solidūs kaimynai; labai rami aplinka;
- Butas su itin ekonomišku, autonominiu grindiniu šildymu;- Butas, kurio išlaikymo (komunalinės) išlaidos išties labai mažos;
- Butas yra idealioje miesto vietoje - lengvai pasiekiami teatrai, universitetai, verslo centrai, senamiesčio gatvelės, kavinės, lankytinos vietos;- Butas, kuriame galėsite deklaruoti savo gyvenamąją vietą.Įrengimas:
- Interjerą kurė žinoma dizainerė;
- Buto įrengimui naudotos aukščiausios kokybės apdailos medžiagos (steinberg, bonola ir t.t.);
- Prabangūs, originalūs baldai;
- Sumontuota visa pažangiausia patogiam gyvenimui reikalinga buitinė technika;
- Įrengta rekuperacinė vėdinimo sistema;
- Netradiciniai LED apšvietimo sprendimai;
- Ypatingai racionaliai išnaudota buto erdvė;
- Talpios sieninės spintos.Galite skambinti ir savaitgaliais! Butą nuomoja ir jį mielai aprodys buto savininkas.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vingriu-g-isskirtinis-stilingai-ir-prabangiai-irengtas-4-997501/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Užusieniai, Geranainių g., kambario nuoma",10,20 m²,300 €,1,2,3,1990,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,www.aruodas.lt/4-1202330,2022-12-19,2022-12-19,2023-02-02,4,521/12 (iš viso/šiandien),300,54.632369,25.246665,521/12,Išnuomojamas erdvus ir labai tvarkingas kambarys nuosavame name su privačiu vonios kambariu ir virtuve. Vasara yra galimybė naudotis lauko baseinu ir kitais namo patogumais. Susidomėjusiems pateiksime daugiau informacijos telefonu +37069127274.,,,,https://www.aruodas.lt/butu-nuoma-vilniuje-uzusieniuose-geranainiu-g-isnuomojamas-erdvus-ir-labai-tvarkingas-4-1202330/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Švitrigailos g., 1 kambario buto nuoma",11D,20 m²,500 €,1,3,3,"2013 statyba, 2018 renovacija",Mūrinis,Dujinis,Įrengtas,"Internetas, Kabelinė televizija",Vieta automobiliui,"Kondicionierius, Su baldais, Šaldytuvas, Dušo kabina","Signalizacija, Vaizdo kameros",www.aruodas.lt/4-1039973,2022-09-06,2022-12-19,2023-02-02,105,50870/19 (iš viso/šiandien),500,54.675255,25.267796,50870/19,"Nuomojamas išskirtinis kambarys Naujamiestyje šalia Senamieščio/Centro.Jokių agentūros ir komunalinių mokesčių!!!2018 m. Atnaujintas trijų žvaigždučių viešbutis Vilniuje „VILNIUS CITY HOTEL“ siūlo modernų, šeimai priklausantį, viešbutį apgyvendinimą miesto centre, 45 kambariai.15 minučių pėsčiomis iki autobusų ir geležinkelio stočių, tiesiai 4 km. važiuoti į Vilniaus oro uostą, „IKEA“, „Nordika“ ir „Senukų“ prekybos centrus vienoje vietoje*Standartinis kambarys - 600 eur/men.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-svitrigailos-g-nuomojamas-isskirtinis-kambarys-naujamiestyje-4-1039973/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,A,,2022_12_30
"Vilnius, Pašilaičiai, Perkūnkiemio g., 2 kambarių buto nuoma",19,60 m²,650 €,2,5,9,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,www.aruodas.lt/4-1202324,2022-12-19,2022-12-19,2023-02-02,1,247/12 (iš viso/šiandien),650,54.738481,25.218778,247/12,"Nuomojamas 2 kambarių butas Pašilaičiuose, Veikmės statybos name.Perkūnkiemio g. 19Butas šiltas, šviesus (bute panoraminiai langai iki žemės) ne kampinis, su visais baldais ir būitine technika.Butas įrengtas kokybiškomis medžiagomis, vonia Villeroy&Bosh, WC Grohe, virtuvė AEG bei įdiegtos Blum aukštos kokybės lengvai veikiančios sistemos.Parkavimo vieta /už papildomą kainą/Aukštas 5 iš 9
Buto plotas 60 kv. m.
Yra balkonas (lodžija)
Šildymas-reguliojamas/centrinis kolektorinis/
Statybos metai 2008
Tvarkinga laiptinė, su kodu.Buto nuomos kaina 650 €Parkavimo vietos nuomos kaina 50€
+ paslaugu mokeščiaiDepozitasNetoli DEPO, Senukai, PC BIG, Rimi, Maxima, sporto klubai. Geras susisiekimas viešuoju transportu iki centro.",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-nuomojamas-kambariu-butas-pasilaiciuose-4-1202324/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Žvėrynas, A. Mickevičiaus g., 3 kambarių buto nuoma",24,79 m²,940 €,3,3,6,1982,Mūrinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1202280,2022-12-19,2022-12-27,2023-02-02,2,296/12 (iš viso/šiandien),940,54.689585,25.250632,296/12,"Patogioje ir ramioje Žvėryne nuomojamas 79 kv.m. 3 kamb. butas.
Ši vieta – išskirtinė! Šalia – miesto centras su kultūros, pramogų objektais, parduotuvėmis ir restoranais. Prie pat - tiltas į Vingio parką, palei Nerį įrengti pėsčiųjų ir dviračių takai, vaikų žaidimų ir sporto aikštelės. Troleibusų sustojimas - už 150 m., artimiausias prekybos centras Maxima – už 500 m. Netoli - RC Panorama. Aplink daug vaikų darželių, Žvėryno gimnazija, Vilniaus Kunigaikščio Gedimino progimnazija, grožio salonas, jaukūs restoranai ir kavinės, kelios vaistinės.
Namo didelis privalumas – liftas. Aikštelėje po 2 butus. Atnaujinta laiptinė, pakeisti jos langai ir įėjimo durys, kodinė įėjimo spyna. Naujai išasfaltuotas kiemas. Visada galima rasti vietą automobiliui.
Patogus ir šiuolaikiškas išplanavimas – 3 izoliuoti kambariai, didelė ir šviesi virtuvė. Svetainės ir virtuvės zonos yra greta, tačiau jos funkciškai atribotos. Kiti kambariai nepereinami. Miegamajame įrengta drabužinė. Vonios patalpos su dušo kabina ir WC atskirai. Miegamojo ir darbo kabineto langai orientuoti į pietus, į uždarą tylų kiemą. Iš jų galima patekti per visą buto plotį įrengtą įstiklintą balkoną-lodžiją su sieninėmis spintomis. Yra rūsys, papildomai galima naudotis sandėliuku laiptinėje.
Butas nuomojamas su baldais ir buitine technika (TV, skalbyklė-džiovyklė, kaitlentė, gartraukis, orkaitė, indaplovė, šaldytuvas, mikrobangų krosnelė).Internetas ir kabelinė televizija- yra įvadai, apsaugos signalizacija.Visur - parketas, tik vonioje, WC ir dalyje virtuvės - plytelės. Sienos – dažytos. Langai ir palangės - natūralaus medžio.
Nuomojamas ne mažesniam nei vienerių metų laikotarpiui. Įsikelti galima sausio viduryje.
Bute leidžiama deklaruoti gyvenamąją vietą. Nenuomojamas norintiems gyventi su gyvūnais.
Butas nuomojamas tiesiogiai.
Nuomos kaina – 940 eurų + komunaliniai ir kiti eksploatavimo mokesčiai.
Tel. +37066648311
",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-a-mickeviciaus-g-patogioje-ir-ramioje-zveryne-nuomojamas-kv-4-1202280/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Žirmūnai, Žirmūnų g., 3 kambarių buto nuoma",,"62,8 m²",550 €,3,2,12,1976,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",www.aruodas.lt/4-1202268,2022-12-19,2022-12-19,2023-02-02,24,859/31 (iš viso/šiandien),550,54.726996,25.297705,859/31,"NUOMOJAMAS jaukus, tvarkingas 3 kambarių butas Žirmūnuose.BENDRA INFORMACIJA:
- Kaina 550 €/mėn;
- Buto plotas: 68,2 kv.m. + balkonas;
- 3 kambariai, svetainė be durų.
- 2 aukštas iš 12;
- Virtuvėje yra visa reikalinga buitinė technika;
- Koridoriuje įrengta erdvi sieninė spinta + skalbimo mašina;
- Vonia ir tualetas atskirai.
- Butas nuomojamas su esamais baldais.APIE NAMĄ:
- 1976 m. statybos namas;
- Blokinis namas;
- Atskira rakinama laiptinė.VIETA:
- Saugi, rami, prižiūrima aplinka;
- Patogus susisiekimas su visais mikrorajonais;
- Šalia troleibusų žiedas;
- Artimiausia vidurinė mokykla už 350 m.;
- Artimiausias lopšelis-darželis už 190 m.;
- Šalia prekybos centrai Iki ~ 150 m.NUOMOTOJAS TIKISI:
- Minimalus nuomos terminas – 6 mėnesiai;
- 1,5 mėnesio dydžio užstatas;
- Tik pilnamečiams asmenims.NUOMOTOJAS UŽTIKRINA:
- Stabilią nuomos kainą visą nuomos laikotarpį;
- Užtikrintas 6 mėnesių terminas;
- Užtikrintas privatumas.Butas išnuomojamas be tarpininkų. Daugiau informacijos telefonu +37069126477. Neatsiliepus, parašykite žinutę, perskambinsiu.
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-jaukus-tvarkingas-kambariu-4-1202268/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Savanorių pr., 2 kambarių buto nuoma",38,"44,34 m²",570 €,2,4,5,1964,Blokinis,Centrinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas",Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",www.aruodas.lt/4-951051,2022-12-19,2022-12-19,2023-02-02,109,2577/18 (iš viso/šiandien),570,54.673383,25.250034,2577/18,"Nuomojamas naujai suremontuotas 2 kambarių butas Savanorių pr., Naujamiestyje.Butas labai šiltas ir tvarkingas.Butas bus laisvas nuo sausio 15 dienos.Gyvenkite MIESTO RITMU!!!!Netoliese Vilniaus Senamiestis, Vingio parkas, kino teatras, sporto klubai, parduotuvės!!!!Buto langų kryptis - pietūs/vakarai/rytai. Bute - labai šilta ir jauku.IŠPLANAVIMAS:
- Svetainė - 17,33 kv.m.;(pereinama)
- Miegamasis - 13,86 kv.m.;(yra nauja dvigulė lova su čiužiniu 160x200);
- Virtuvė - 5,97 kv.m.; (yra indaplovė, skalbimo mašina)
- Tualetas ir vonios kambarys kartu - 2,92 kv.m.
- Balkonas;
- Koridorius - 4,27 kv.m.ĮRENGIMAS:
- Butas pilnai įrengtas su visais baldais;
- Plastikiniai langai; Įstiklintas balkonas;
- Šarvo durys;
- Rakinama laiptinė;ŠILDYMAS - Centrinis
Šalčiausiu metų laiku sąskaitos suma už šildymą:2021 m. gruodis - 90,41 Eur.,2022 m. sausis- 97,76 Eur.,2022 m. vasaris- 99,06 Eur.,
2022 m. kovas - 68,33 Eur.PARKINGAS:
- Bendras kiemas;Skambinkite ir sutarsime Jums patogų laiką buto apžiūrai.",4 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-naujai-suremontuotas-kambariu-4-951051/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Mindaugo g., 2 kambarių buto nuoma",1A,39 m²,800 €,2,5,6,2017,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu","Balkonas, Vieta automobiliui, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",www.aruodas.lt/4-1201458,2022-12-19,2022-12-19,2023-02-02,6,428/14 (iš viso/šiandien),800,54.681699,25.272585,428/14,"Išnuomojamas moderniai įrengtas butas naujos statybos name, miesto centre, su panoraminiu vaizdu į Vilniaus senamiestį.
Butas išnuomojamas su visais baldais ir buitine technika (orkaitė, indaplovė, šaldytuvas, kaitlentė, virdulys, skalbimo mašina, indai, įrankiai ir kt.).
Svetainės zona su TV, atskira darbo zona.
Dvigulė miegamojo lova su erdvia drabužine.
Papildomos koridoriaus spintos ir sandėliuko patalpa bute.
Erdvus vonios kambarys su kokybiška santechnika (Grohe maišytuvai, Laufen keramika)
Individuali šildymo apskaita, galimybė reguliuoti šildymą.
Balkonas su apšvietimu.
Nedideli komunaliniai mokesčiai.
Šarvuotos durys, bendroje laiptinėje papildomos stiklinės durys su praėjimo kontrole, domofonas, įrengta signalizacija.
Butui priklauso požeminio parkavimo vieta (išnuomojama už papildomą kainą, 70 eur / mėn).
Butas yra centrinėje miesto dalyje, geras privažiavimas, niekada nebūna kamščių ar kelių uždarymo dėl renginių miesto centre, 300 m. iki Senamiesčio, 400 m. iki artimiausio Maxima prekybos centro.
Atsiprašome iš anksto žmonių, kas ieško išsinuomoti su gyvunais - nepriimame.Butas laisvas nuo gruodžio 28 dienos. Butas išnuomojamas be tarpininkų.NT paslaugos nedomina.New apartment in the city center with a panoramic view for rent. A walking distance from the Old Town (5 minute walk), close to she supermarket (8 minute walk), closest restaurant 2 minute walk.
New building, panoramic elevator, underground parking space (additional cost 70 eur/month), CVTT surveillance.Apartment is for rent with all the furniture and household items.
One bedroom apartment, with individual work zone, sitting room area. Spacious bathroom.
Individualised heating system, possible to adjust heating.Balcony with outside lightning.
Unfortunately, we do not accept with pets.
Apartment is available from 28th of December.",3 Klasė Gera (1-3),14.9 µg/m3,22.8 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-isnuomojamas-moderniai-irengtas-butas-naujos-4-1201458/,,,,,B,,2022_12_30
"Vilnius, Šeškinė, Musninkų g., 3 kambarių buto nuoma",6,67 m²,600 €,3,3,5,1982,Blokinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1202142,2022-12-19,2022-12-22,2023-02-02,5,521/17 (iš viso/šiandien),600,54.715887,25.241231,521/17,"Nuomojamas šiltas ir jaukus 3 kambarių butas Šeškinėje. Butas pilnai įrengtas, išnuomojamas su visais jame esančiais baldais, indais ir buitinė technika (bute yra visa reikiama buitinė technika (šaldytuvas, indaplovė, skalbimo mašina, orkaitė, viryklė, mikrobangų krosnelė, televizorius ir t.t.)). Butas pasižymi geru bei patogiu išplanavimu: atskira virtuvė, svetainėje yra patogus minkštas kampas, kuris turi miegamąją dalį, 2 miegamieji kambariai, 2 sandėliukai: talpi drabužinė bei tamsus kambarys, kur stovi skalbimo mašina. Taip pat yra 2 įstiklinti balkonai. Namas tvarkingas, strategiškai LABAI patogioje vietoje (šalia Šeškinės ir gėlių turgeliai, Maxima, Lidl, 2 Iki parduotuvės, Buivydiškių ir Šeškinės autobusų stotelės- visa tai pasieksite vos per 5min.!). Butas yra laisvas, nuo 12-21d.",4 Klasė Vidutinė (4-5),11.4 µg/m3,19.9 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-musninku-g-nuomojamas-siltas-ir-jaukus-kambariu-butas-4-1202142/,,,,,,,2022_12_30
