skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,error_get_energy_consumption_class,error_get_air_polution_data,Buto numeris:,error_get_coordinates,error_get_perziuru_sk,scrape_date
"Vilnius, Užupis, Krivių g., 3 kambarių buto nuoma",,52 m²,1 000 €,3,2,5,"1988 statyba, 2016 renovacija",Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1187016,2022-10-18,2022-10-18,2022-12-02,2.0,246/9 (iš viso/šiandien),1000,54.685737,25.304329,246/9,"Nuomojamas puikiai įrengtas butas puikioje lokacijoje. Nors namas yra 1988m. statybos, tačiau 2016 buvo pilnai renovuotas iš išorės bei tais pačiais metais atliktas kapitalinis vidaus remontas. Buto visi langai yra į vidinį kiemą, todėl visiškai nesigirdi gatvės.Kambariai yra erdvūs ir šviesūs. Bute visos erdvės yra pilnai išnaudotos - pilnai įrengtas miegamasis su dvejomis sieninėmis spintomis ir atskira zona (buvęs balkonas), kuri yra atskira nuo lovos užuolaida. Kitas kambarys gali būti darbo arba miegamasis. Virtuvė sujungta su svetaine (svetainėje minkta dalis išsiskleidžia ir galima ant jos miegoti). Tualetas sujungtas su vonia, kurioje yra ir skalbimo mašina.Kadangi namas yra renovuotas, jis yra labai sandarus, tad žiemą tikrai nešalta net ir smarkiai nešildant. Suvartojamos šilumos sąnaudos yra ženkliai mažesnės.Butas nuomojamas su visa buitine technika SIEMENS. Taip pat yra internetas ir vieta numatyta projektoriui.Vidiniame namo kieme yra vaikų žaidimo aikštelė, netoliese kalnų parkas bei Užupio gimnazija ir pats Užupis. Miesto centrą pasieksite vos per 10 minučių.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-nuomojamas-puikiai-irengtas-butas-puikioje-4-1187016/,A++,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Vonia, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Pilaitė, I. Kanto al., 3 kambarių buto nuoma",27,56 m²,700 €,3,4,9,2005,Monolitinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1186964,2022-10-18,2022-10-26,2022-12-02,5.0,442/21 (iš viso/šiandien),700,54.703674,25.175541,442/21,"Pilaitėje išnuomojamas pilnai įrengtas3 k. butas, su parkingu;Namas:
- Namas 2005 m. statybos;
- Parkavimas – dvi parkavimo aikšteles su šlakbaumais;
- Apsauga: rakinama namo laiptinė ( domofonas);Butas:
.-Bendras buto plotas – 56 kv. m;
- Butas yra 3 kambarių, virtuvė sujungta su svetaine, vienas miegamasis kambarys, vienas vaikų kambarys;
- Aukštas 4 iš 9;
- Bute svetainė dalinai sujungta su virtuve. Bendras WC ir vonia.- Butas išnuomojamas su kokybiškais baldais ir pilna buitinės technikos komplektacija;
- Langai – plastikiniai su stiklo paketu,
- Vidinės durys – medinės, išorinės – šarvuotos
- Šildymas – iš centralizuotų sistemų su individualia apskaita.
- Komunikacijos: kabelinė televizija (3 televizoriai), Internetas;Vieta:
- 10min pesčiomis iki Salotes ir Gelužes ežerų;
- Įrengta vaikų žaidimo aikštelė;
- Strategiškai geroje vietoje, geras susisiekimas su kitais Vilniaus miesto rajonais;
- Artimiausia viešojo susisiekimo stotelė už 85 m.;
- Netoliese įvairūs prekybos centrai Norfa, IKI, Maxima, gydymo įstaigos;
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-kanto-al-pilaiteje-isnuomojamas-pilnai-irengtas-3-k-4-1186964/,,"Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima su gyvūnais","Balkonas, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Šnipiškės, Giedraičių g., 1 kambario buto nuoma",41,28 m²,630 €,1,5,9,2022,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1186922,2022-10-18,2022-10-31,2022-12-02,8.0,446/25 (iš viso/šiandien),630,54.70333,25.280143,446/25,"Nuomojamas 1,5 kambario 28 m2 butas su didelių balkonu Vilniaus centre, Giedraičių g. Cloud projekte. Puikus susisiekimas miesto transportu su visais rajonais, dviračių takai, 600 m. iki Konstitucijos pr., PC Europa. Butas nuomojamas su baldais ir buitine technika Electrolux.Funkcionalus išplanavimas,svetainė sujungta su virtuve, atskira miegamojo zona. Butas šviesus ir šiltas, įrengta rekuperacine vedinimo sistema su drėgmės grąžinimu (nesausina oro). Sofa turi miegamojo funkciją.Parkavimas už papildomą mokestį.
Kaina: 630 eurų
Yra keli nuomos pasiūlymai:32 m2 - 680€ Cloud projekteDepozitas: 2 mėnesių nuomos mokesčio.
Nuomos terminas: ne trumpiau nei metai.
NUOMOJA SAVININKAS.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-giedraiciu-g-nuomojamas-15-kambario-28-m2-butas-su-4-1186922/,A+,"Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą",Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Šnipiškės, Krokuvos g., 2 kambarių buto nuoma",,32 m²,700 €,2,2,6,2021,Monolitinis,Centrinis,Įrengtas,www.aruodas.lt/4-1186918,2022-10-18,2022-10-26,2022-12-02,1.0,289/17 (iš viso/šiandien),700,54.700647,25.271076,289/17,"Nuomuojamas 1,5 kambario jaukiai įrengtas butas netoliese centrinės miesto dalies.
Bute yra visa buitinė technika,bei reikiami baldai. Butas dar negyventas, tad būsite pirmieji. Prie mėnesio nuomos mokesčio imamas vieno mėnesio depozitas, pasirašoma sutartis.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-krokuvos-g-nuomuojamas-15-kambario-jaukiai-irengtas-4-1186918/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Fabijoniškės, Gedvydžių g., 4 kambarių buto nuoma",10,"80,88 m²",800 €,4,1,9,1990,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1167952,2022-08-18,2022-10-28,2022-12-02,7.0,1400/10 (iš viso/šiandien),800,54.738733,25.235428,1400/10,"Be tarpininkų nuomojamas jaukus, tvarkingas, tylus ir šiltas 4 kambarių butas 80,9 kv.m (su dviem dideliais ir vienu mažu balkonais bei tamsiu kambariu), 1-ame aukšte (iš 9). Idealiai tinka gyventi 4-5 asmenų šeimai su mažais vaikais. Išnuomojamas su baldais ir buitine technika. Įrengtas vaikų kambarys. Vonia ir tualetas atskirai. Strategiškai patogioje vietoje, toliau nuo pagrindinių gatvių. Patogi infrastruktūra, netoli nuo buto yra, A. Kulviečio gimnazija, prekybos centrai: BIG, Maxima, Lidl, Fabijoniškių baseinas ir sporto klubas, patogus susisiekimas su centru, tiek visuomeniniu transportu, tiek automobiliu.
Puikūs kaimynai ir tvarkinga laiptinė su kodine spyna. Yra didelė automobilių stovėjimo aikštelė.
Bute rasite: elektrinę kaitlentę, orkaitę, šaldytuvą, indaplovę, virtuvės indus bei įrankius, skalbimo mašiną, dulkių siurblį, lyginimo lentą ir lygintuvą.
Butas yra pilnai įrengtas įsikraustyti be papildomų rūpesčių.Imamas dviejų mėn. depozitas.
Minimalus nuomos laikotarpis - 6 mėn.",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-gedvydziu-g-be-tarpininku-nuomojamas-jaukus-tvarkingas-4-1167952/,,"Tualetas ir vonia atskirai, Internetas, , ,Допомога українцям, , Lankstesnės nuomos sąlygos ukrainiečiams (dėl nuomos laikotarpio, kainos ar kt.). Daugiau informacijos – skelbime nurodytais kontaktais. / Більш гнучкі умови оренди для українців (за рахунок терміну оренди, цін тощо). Більше інформації за контактами, вказаними в оголошенні.","Sandėliukas, Balkonas","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Justiniškės, Taikos g., 1 kambario buto nuoma",,35 m²,250 €,1,1,5,1985,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1186854,2022-10-18,2022-10-26,,11.0,1812/113 (iš viso/šiandien),250,54.718713,25.214105,1812/113,"Išnuomojamas JUSTINIŠKESE 1k. butas 35kv.1/5a. su balkonu.Butas išnuomojamas su baldais ir buitine technika.Geroje vietoje,geras susisiekimas su centru.Nuomos kaina 250+patarnavimai.Jei jums butas tiks,yra vienkartinis agentūros mokestis.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomojamas-justiniskese-1k-butas-35kv1-4-1186854/,,Tualetas ir vonia atskirai,Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Fabijoniškės, S. Stanevičiaus g., 1 kambario buto nuoma",,36 m²,300 €,1,3,9,1989,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1186850,2022-10-27,2022-10-27,2022-12-02,28.0,728/107 (iš viso/šiandien),300,54.723195,25.254004,728/107,"1 kambario butas Stanevičiaus g., šalia Riomerio univ.
Su balkonu, šarvo durys.
Trumpiausias laikotarpis 9 mėnesiai, be naminių gyvūnų, depozitas.
Kaina 300+mokesčiai. Nėra jokių tarpininkavimo mokesčių.
Jokių paslaugų nesiūlyti.
Į SMS neatsakinėju, susidomėjus - skambinti.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-1-kambario-butas-staneviciaus-g-salia-4-1186850/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Užupis, Polocko g., 3 kambarių buto nuoma",4,57 m²,699 €,3,3,4,"1939 statyba, 2017 renovacija",Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1186690,2022-10-18,2022-10-29,2022-12-02,15.0,438/15 (iš viso/šiandien),699,54.681317,25.300901,438/15,"Išnuomojamas 3k., 57m2 butas Uzupyje, Polocko g. Butas yra labai šviesus,siltas. Jame yra visi baldai ir buitinė technika. Šalia autobusų stotelė, parduotuvės, grožio salonai, restoranai,netoli Sereikiškių parkas. Nuomos kaina-700 € + komunaliniai mokesčiai.
Tarpininkų prašome netrukdyti!",9 Klasė Labai bloga (9-11),,,https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-isnuomojamas-3k-57m2-butas-uzupyje-polocko-4-1186690/,,"Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu",,,,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Baltupiai, Jeronimo Ralio g., 1 kambario buto nuoma",,32 m²,599 €,1,4,5,2020,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1057821,2022-11-01,2022-11-01,2022-12-02,159.0,25/25 (iš viso/šiandien),599,54.716571,25.274384,25/25,"Be tarpininkų.
Apartamentų komplekse netrukus atsilaisvins erdvus, moderniai įrengtas 1,5 kambario butas prie pat prekybos centro OZAS, naujos statybos name.
- buto plotas 32 kv. m.
- virtuvė, sujungta su svetaine
- dvigulė lova.- dvi erdvios spintos daiktams susidėti
- didelis vonios kambarys su dušu- panoraminiai langai
- didelė terasa su lauko baldais
- reguliuojamas grindinis šildymas
- galimybė išsinuomoti parkavimo vietą
- šalia Ozo parkas, Vichy vandens parkas, Siemens arena
- rakinama laiptinė, yra stebėjimo kameros bendrose erdvėse
- panoraminis liftasIšrašomos sąskaitos.
Nuomos terminas nuo 6 mėn.Depozitas 1000 eur.",,14.7 µg/m3,21.6 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jeronimo-ralio-g-be-tarpininku-apartamentu-komplekse-netrukus-4-1057821/,,,,,,'NoneType' object has no attribute 'text',,,,,2022_11_02
"Vilnius, Žirmūnai, Tuskulėnų g., 1 kambario buto nuoma",,33 m²,320 €,1,2,5,1969,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-655989,2022-11-01,2022-11-01,2022-12-01,3.0,811/74 (iš viso/šiandien),320,54.700554,25.292459,811/74,"Nuomojamas 1 kambario butas Vilniuje, ZirmunuoseNuo lapkricio 2 d. ilgesniam laikui (min. metams) nuomojamas 1 kambario butas Tuskulenu g., Zirmunuose.Siltas, sviesus, tvarkingas.Svetaine (17 kv/m) ir virtuve atskirai, vonia kartu su WC. Prieskambaryje didele imontuota spinta su veidrodziu.Visi baldai bute yra, visa reikiama buitine technika: virykle, orkaite, saldytuvas, skalbimo masina.Plastikiniai langai, rakinama laiptine.Aplink nama daug zalumos, arti miesto centro ir Neries. Netoliese priekybos centrai ‘IKI’, ‘Maxima’, salia viesojo transporto stoteles, labai geras susisiekimas su kitais miesto rajonais.Butas isnuomojamas be tarpininku.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-nuomojamas-1-kambario-butas-vilniuje-4-655989/,,"Nauja kanalizacija, Internetas, Kabelinė televizija",,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia",Šarvuotos durys,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Šnipiškės, Giedraičių g., 1 kambario buto nuoma",,29 m²,630 €,1,5,9,2022,Monolitinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1186700,2022-10-17,2022-11-01,2022-12-01,5.0,262/15 (iš viso/šiandien),630,54.70333,25.280143,262/15,"Patogioje vietoje išnuomojamas įrengtas 1 kambario 29m2 butas su 6m2 balkonu naujame name.Bute yra kokybiška Elektrolux, Samsung, LG buitinė technika, didelis televizorius, Ikea baldai.
Sumontuotas rekuperatorius ir kondicionierius su šildymo funkcija.
Langai į vakarų pusę. Priešais nėra gyvenamų pastatų, tik biurai.
Vonios kambaryje yra akmens masės vonia (retas atvejis 1k. bute), šildomos grindys, kombinuotas gyvatukas (elektra-centrinis šildymas), kokybiškos medžio masyvo durys į vonios kambarį.
Butas buvo įrenginėjamas sau, todėl panaudotos kokybiškos medžiagos ir technika.Pastato energetinė klasė A+, mažos šildymo išlaidos. Kieme yra nemokamas parkavimas.
Netoli miesto centras, Maxima, Lidl, Rimi. Geras susiekimas.Bute ir balkone - nerūkoma. Gyvūnai nepageidaujami. Nuomojamas vienam ar dviem gyventojams.
Imamas 2 mėnesių depozitas - atskiru susitarimu. Nuomos terminas: ne trumpiau 10 mėnesių.Butas bus gali būti laisvas per 1sav. NT agentų, brokerių ir kitų tarpininkų prašome netrukdyti.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-giedraiciu-g-patogioje-vietoje-isnuomojamas-irengtas-1-4-1186700/,A+,"Nauja kanalizacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą",Balkonas,"Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Vonia, Rekuperacinė sistema",Šarvuotos durys,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Verkiai, Kazio Ulvydo g., 3 kambarių buto nuoma",7,65 m²,950 €,3,4,5,2015,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1130956,2022-11-01,2022-11-01,2022-12-01,5.0,440/39 (iš viso/šiandien),950,54.719598,25.281153,440/39,"IŠNUOMUOJAMAS JAUKUS IR SAULĖTAS BUTAS OZO PARKO KAIMINYSTĖJE.3 kambarių butas orientuotas į pietų ir vakarų puses, jame visada šviesu, šilta ir jauku.Pro visų trijų kambarių langus atsiveria nuostabi parko ir miesto panorama, kasdien džiugina žaluma, ramybė, privatumas.Tai tobula vieta porai ar šeimai, jaučiantiems poreikį gyventi miesto ritmu, bet nenutolti nuo malonaus gamtos prieglobsčio.BUTO PRIVALUMAI:
*Ideali lokacija: šalia strateginiai objektai (PC Ozas, Ozo parkas, Avia solution group arena, Delfi sporto centras, Vichy vandens parkas, verslo centrai, kavinės);
*Patogus susisiekimas, lengvai ir greitai pasiekiame bet kuri miesto dalis;
*Patogiai išplanuotos erdvės ir jaukus interjeras, kuriame dominuoja natūralus medis ir kitos kokybiškos medžiagos;
*Privatumas: visas butas orientuotas į parką, aplinkiniai kaimynai nėra matomi ar jaučiami;
*Gamtos ir poilsio oazė mieste;
*Saugi ir draugišką kaiminystė.BENDRA INFORMACIJA:Bendras plotas 65 kv.m;
Kambarių skaičius 3;
Mažaaukštė statyba, 2015 m.;
Aukštas 4/5;
Grindys ąžuolo masyvas, šildomos akmens masės plytelės vonioje;
Ąžuolinės žaliuzės;
Tvarkinga rakinama laiptinė;
Uždaras vidinis kiemas;
Vaizdo stebėjimo kameros;
Liftas;
Balkonas orientuotas į pietvakarių pusę;
Su visa buitine technika;
Yra požeminio parkavimo vieta (pagal poreikį už papildomą mokestį)! NT agentų skambučiai dėl pagalbos nuomuojant nedomina ! Ačiū.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-verkiuose-kazio-ulvydo-g-isnuomuojamas-jaukus-ir-sauletas-butas-ozo-4-1130956/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Šnipiškės, Giedraičių g., 2 kambarių buto nuoma",56,39 m²,850 €,2,5,5,2022,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1190484,2022-11-01,2022-11-01,2022-12-01,1.0,51/51 (iš viso/šiandien),850,54.702431,25.279249,51/51,"Naujos statybos A+ klasės, 2-jų kambarių butas Šnipiškėse su privačia automobilio stovėjimo aikštele. Moderniai ir kokybiškai įrengtas. Dar niekas negyveno, būsite pirmieji nuomininkai.- Pilnai įrengtas, nauja butinė technika ir baldai. Yra indaplovė.
- Įeinama didelė drabužinė.
- Didelė spinta miegamajame.
- Kokybiška ir didelė dušo kabina.
- Įrengta rekuperacinė sistema.
- Reguliuojamas grindinis šildymas.
- 5 kv.m. balkonas.
- Butas visai netoli centro!- Nuomojama be tarpininkų.
- Bute laikyti augintinius draudžiama.
- Bute galima gyventi iš karto.Dėl buto apžiūros ar detalesnės informacijos - skambinkite:
Mantas
+37066649161.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-giedraiciu-g-naujos-statybos-a-klases-2-ju-kambariu-4-1190484/,A+,"Uždaras kiemas, Virtuvė sujungta su kambariu","Balkonas, Vieta automobiliui, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
